CP Num,Title,System,Component,Item,Description,Solution
"3143","Retail Vendor Pay System Changes","NA-GBMS 3","HOMEPAGE","GBMS PLUS","CP3143 NEW Retail Vendor Pay System (Errors and Procedures)","ERROR:  INVALID VENDOR -- NOT ASSIGNED TO MASTER VENDOR
If  ..... merges are not performed on vendors after receiving programs
Then .. location will not be able to address shortages in Point of Sale, create Vendor Payments, Paid Outs, Parts Receipt of Merchandise or Parts orders.

ERROR:  INVALID OPTION, PLEASE USE GBMS PLUS
If location tries to you the GBMS Vendor Maintenance option (blue screen).
Must now use GBMS Plus option.

VENDOR NOT IN MASTER LIST
A temporary vendor can be used in Paid Outs for vendors not in the master list.
Simply type the new vendor name in the Vendor Field ... and vendor #9999 generates.

VENDOR NEEDS ADDED TO THE MASTER VENDOR LIST
Location needs to contact their District Mgr-Retail (DMR)

MERGED WRONG MASTER VENDOR TO A LOCAL VENDOR
Select the vendor from Favorites in the Maintenance option in GBMS Plus
Click the ""Delete"" button (which unmerges the vendor)
Then the selected master vendor name and address will display for the local vendor.
Go back to the ""Merge"" option and merge to the correct master vendor.

UNABLE TO MERGE OR UN-MERGE VENDORS
Caused by pending vendor payments.

DELETED VENDOR ADVISES HE WAS NOT PAID & LOCATION HAS NO PAYMENT HISTORY
Payment records for deleted vendors are being maintained in SAP.
Callers should be directed to Brian Dougherty - 330-796-7202 for information."
"3148","E-mailed password will not allow user to login.","NA-GBMS Tire HQ","LOGON","ACCESS","CP3148 User was e-mailed a password.  The user can not log into TireHQ using the passord","There are a couple things that cause this:

1) Both the lower case letter L and the number 1 are used.  Please make sure that the user is using the correct letter or number.
2) User reset the password more than one time.  The user will need to wait for the last e-mail to come in and use the password contained in that e-mail.
3) Multiple users are using the same login and more than one person did the password reset.  The users is going to have to wait for the last e-mail to come in and use the password that was contained in that e-mail."
"3149","No one on line or hang up","NA-GBMS 3","HANG UP","HANG UP","CP3149  No one on line, or  hung up before you got information, or the customer resolved their own problem while waiting for you to answer the phone.  hang up","Customer hung up before Territory or non-sig information was obtained."
"3152","Send Sends were an issue last night","NA-GBMS 3","MAINTENANCE","MAINTENANCE","CP3152 Second sends were unsuccessful last night.","Locations may not have received some of their overnight reports, router payables, etc.
----------------------------------------------------------------------------------------------------------
This is a list of the files that are created on second sends.
This is basically stores sending messages, dealer  PIMS & dealers on  ROUTER .

Files affected by second sends.

AKRON REPORTS - ADMIN MSG
LOCKBASE UPDATES
ACCOUNT.CODES.DATA
NEW ITEMS UPDATE FILE
DLR PARTS INVENTORY MASTER
PART MANUFACTURES AND NAMES
P&R DEALERSHIP CODES
PARTS GROUP
LOOKUP CAT TO SVC CODE
SERVICE CODE CATEGORIES
GENPARTS (GENERATE PART)
PART SORT METHOD OVERRIDES
CORPORATE ACCOUNT CREDIT LIMIT
CORPORATE CONTROL - PIMS
MCLZONES - PIMS
PART ZONE FILE
SER.DESCRIPT.DATA  (UNIQUE)
DEALER COST PROFILE
ADVERT.SALE.DATA
DEALER SELL PRICE
DLR.ITEM.FILE.DATA
MULTI LOC INVENTORY DETAIL
INV.HISTORY.DATA
MULTI LOC INVENTORY DETAIL
MULTI LOC PART INVENTORY DTL
A/P ROUTER"
"3153","Dealer or Store is looking for information","NA-GBMS Tire HQ","","","CP3153 Dealer or store is looking for misc. information such as NonSig numbers, information on prefered fleets, dealership numbers, etc.","Gave dealer information or instructions."
"3154","VCR/TCR FORM HANGS ON COB 4 CUSTOMERS","NA-GBMS 3","HOMEPAGE","GBMS","CP3154 VCR/TCR FORM HANGS ON COB 4 CUSTOMERS","THIS IS A KNOWN ISSUE IN DEVELOPMENT.  THE FIX FOR THIS PROBLEM WILL GO OUT IN THE NEXT RELEASE WHICH IS GOING TO USABILITY FOR TESTING TODAY, 11/17/08.  CONTINUE TO REFER TO THIS COMMON PROBLEM FOR UPDATES ON EXACT DATES ON COUNTRYWIDE RELEASE.

IN THE MEANTIME, THE WORKAROUND FOR THE USER IS EXACTLY WHAT THEY HAVE BEEN DOING:

REMOVING THE COURTESY CODE FROM THE DOC
COMPLETE THE DOC AS NORMAL

ALSO ...

**************************************************************************************************************
11/24/08 ... VCR & TCR not printing with POS final on cc transactions:

Reason is a known issue with the original release...Credit Card payments will not receive the prompt nor print with the document...this is corrected with next release of VCR/TCR.  (Per Paul Steiner to Level 2, Vickie Pavell.)
**************************************************************************************************************
ADDITIONAL REASONS WHY VCR PROD CODE WILL NOT APPEAR IN THE INVOICE:
1)  NEW CUSTOMER
2)  NEW VEHICLE
3)  PRINTED HISTORY FIRST
4)  APOSTROPHE IN THE NAME
5)  MORE THAN 20 CHARACTERS IN THE NAME"
"3157","Roadside Call in Tire-HQ after being billed","NA-GBMS Tire HQ","TRANSACTIONS","DELIVERY MANAGEMENT","CP3157 User billed out a 4 Tires Now call on type H or A document (Via: Financial > Sales.)  The call is still showing in Transactions > Roadside Service Call Reports.","These call reports are monitored for abuse by Fleet HQ.  Users have the ability to decline calls once they have been issued.  One of the reasons to decline is that it was billed out incorrectly. The location will be charged a $25 fee for billing incorrectly.
If a location bills out a call without indicating the call was a 4Tires Now call and they want to rebill it the correct way- they will need to call Fleet HQ to advise whether this will be an option or not.
1. Fleet HQ will contact us to remove the call and FleetHQ will resend it.
2. We do not have the authority to remove calls without Fleet HQ advising us."
"3158","Error Opening VCR/TCR Form on Thin Clients","NA-GBMS 3","POINT OF SALE","WORK ORDER","CP3158  Location reports the following errors when attempting to open VCR/TCR form:

1.  Windows cannot find ""u:openwin.bat...""  in a dialog box
2.  Goodyear GBMS
 Loading site
http://g2164:8080/gbmsplus/CobolControlServlet?doaction= VCRStatusCand%26CustomerNumber%3D09233%26VehicleNumber%3D002%26InvoiceNumber%3D181454%26invoiceSeqNumber%2D4320%26pageType%3DVCR      Please wait.","Solution:

Have the user reboot/ logoff the maxterm.

This will correct the problem and user will be okay to complete their task."
"3159","Previous Month End Statement","NA-GBMS Tire HQ","FINANCIAL","CUSTOMER ACCOUNTING","CP3159 Dealer wants to print previous Month End statements but does not know how.","Have the dealer go to THQ > Financial > Month End Statement > Search

From the search function, the dealer can locate previous ME statements."
"3160","Car Dealer User Name for TireHQ","NA-GBMS Tire HQ","LOGON","ACCESS","CP3160 What is the car dealer's User Name?","All car dealers that are capable of being processed via P&R have a common user name.  The user name is: dc09000nnnnnn  (where nnnnnn is the NonSig)  When the car dealer requests access to THQ, those forms are automatically processed.  The UN is automatically given and the dealer should get their UN & PW within two hours.  All other THQ requests take a minimum of 3 business days."
"3161","User requested e-mail address chage","NA-GBMS Tire HQ","LOGON","ACCESS","CP3161 User cannot log into TireHQ.  User requested password but it's going to an old e-mail address.  User wants us to change the e-mail address.
NOTE: Never change an e-mail address!

For more information See: Weekly TireHQ Problem and Fixes 09/26/2008","NOTE: Never change an e-mail address!
NOTE: Never change an e-mail address!

If the user is not an administrator, THE USER WILL NEED TO CONTACT THEIR UA and have them change the e-mail address.  Once this is done, the user will need to reset their password.

If the user is the UA, then write up the ticket, get the correct e-mail address and 2nd level will look into this further before changing the e-mail address.

If the user is a G3TSC user, have the user contact the WTC that set them up.  They are the only ones that can change the e-mail address."
"3165","COMPFIN: Error 800 Checkpointing Tranrecv, RC=10","NA-GBMS 3","SYSTEM SOFTWARE","COMDOC","CP3165 - COMPFIN: Error 800 Checkpointing TRANRECV RC=10","Confirm the error in logfile:
	Opt. 8 - Log file Menu
	Opt. 2 - Log file
	Shft + g (to get to the bottom of the log file)


Use the page up and page down buttons to navigate til you find the error message.  Once located, copy the line and paste into the problem ticket.
	:q (to exit log file)
	Opt. 1 - Exit Menu


Then view dsxvol:
	Opt. 5 - List /u/dsxvol


Note the size of TRANRECV and follow options 1 or 2 below.

	1.  Have Interface group pull in TRANRECV from this location.

The location will be able to complete documents as normal thereafter, establishing a new TRANRECV file automatically.  If the Interface group is not available to pull this data, follow option 2 below.

	2.  Issue the commands below to rename TRANRECV, followed by command to restart COMPDOC:

		a.  In plus, type:  !mv /u dsxvol/TRANRECV /u/dsxvol/TRANRECV.sav
		b.  In plus, type: loadcomp (restarts COMPDOC)


A new TRANRECV record will be created with the next document the user completes.  Advise the user that all documents in docqueue should be complete and stats updated.  They are free to reprint any documents they need to in order to get their final document(s).  Also advise user there will be an out-of-balance (OOB) condition at end of day (EOD).  This will clear up over the next two business days.

***Note:  This report automatically routes to Development (ATTN: Yan Chuang, Manish Gupta, Julie Bronikov) to advise of possible out-of-balance to come."
"3166","User uses search function, clicks on a document an","NA-GBMS Tire HQ","HOME","SITE SEARCH","CP3166 The user is using the Site Search function.  The dealer then clicks on an item and then ends up at the log in page of THQ.

3rd level support is currently looking into this problem.  Advise & close.","3rd level support is currently looking into this problem.

Each user is only allowed to look at certain documents localized to their group.

IE:  Dealer are only allowed to look at dealer documents.  NA is only allowed to look at NA documents, Canadian docs are only for Canada, US for US, etc.

Also, some documents are open for every one.  IE: New products, etc.

The problem is that the site search is displaying all documents relating to the search that was preformed.  This means that US documents are being displayed to Canadian dealers, NA documents are being displayed dealers, etc.  When the user tries to go into the document, it says that they are not authorized to view the document.  This is because they are trying to click on a document that they are not supposed to be able to get in.

Until this problem is rectified, you will need to try to recreate the problem here.  Once the document opens for you, you will see if it's a document that they are supposed to get into or if it's not for them. If you look at the document and it's not obvious (US vs. Canadian document) then you can just tell them that the document is not one they are suppose to view and it wasn't suppose to display for them.  (Security permissions for the document still apply.)

Note: Canadian Document usually have Susan Whalen's name next to the document name."
"3170","ESD Application Questions","NA-GBMS 3","PERSONNEL","EMP SERV DISP","CP3170 1. Service Collection document have not cleared?
2. How far back can I view ESD Collection Periods?
3.  When does the collection period end?","1.  Service collection period has closed but Stats from last collection period still showing on my ESD screen?

Answer: When Service Collection Period ends, the ESD screen will not reset back to zero and show new week
              ending date until the first invoice of the new collection period is processed.
-----------------------------------------------------------------------------------------------------
2.  How far back can I see ESD's on my GBMS System?

Answer:  TWO Prior Collection Periods.
-----------------------------------------------------------------------------------------------------
3.  When I run my EOD on the Collection Ending date does my ESD's close at that time also?

Answer: NO, if you complete any invoices after the EOD has been processed on that ending date those transactions
           will show in that collection period."
"3171","TRIAD CD REPLACEMENT FOR DEALERS/STORES","NA-GBMS 3","TRIAD PARTS CATALOG","TRIAD PARTS CATALOG","CP3171 TRIAD CD'S - DEALERS/STORES  NEED REPLACEMENT CD'S","UPDATED January 17, 2018

DEALERS ONLY - The agent taking the call needs to call Epicor at 800-682-4241 option 4, and provide the Goodyear's Epicor Account #541961, then the Business Name, Address, City, State and Zip Code. Instruct them to ship the media (a replacement CD set) overnight. During regular business hours you can talk to a Dispatch Agent and off hours the IVR will be available.

**** You may also email this information instead of calling to:   data.hotline@epicor.com
*** contact Lois Aldevar recieves the text 24x7

COMPANY OWNED STORES - SEE CP3172"
"3172","TRIAD CD'S - REPLACEMENT FOR GASC","NA-GBMS 3","TRIAD PARTS CATALOG","TRIAD PARTS CATALOG","CP3172 TRIAD CD'S - REPLACEMENT FOR GASC	","FOR GASC'S, JUST TIRES, ALLIED STORES THAT NEED REPLACEMENT TRIAD CD-ROM'S.  PLEASE SEND AN EMAIL TO Darrin Semick Sr VIA M365 EMAIL."
"3174","Non-stock Merchandise","NA-GBMS 3","ACCOUNTING","INVENTORY","CP3174 How to purchase and sell non-stock tires not intended to be maintained in inventory and/or replenished on a regular basis.","Departments 347 (auto), 348 (light truck) and 349 (med/comm truck) are available for use, the last three digits representing the maximum COST.  For example, the product code for an auto tire with a cost of $37.50 would be 347-000-040.

Be sure to use the same code for entering both the purchase of the tire as well as the sale on the invoice.  This will insure that the inventory balance will be 0 units @ $0.00 for any particular code.

A listing for these pre-determined codes can be secured through GBMS Accounting and can be faxed to the dealer for guidance."
"3176","GS Approval #","NA-GBMS 3","PRODUCT ADMIN","GS# REPORT","CP3176  Location needs GS approval #","Some of the Government Agency's and Political Subdivisions will print on the ""Print GS # Report"" in GBMS under Product Administration menu.

 IF not on that report take the user to Tire-HQ.

To locate the correct GS number, walk the user through these steps:
1.  Go to Dealer Programs > Approvals, Info, Pricing

2.  Click on the link for the State or Government agency that is to be billed.

* * * The format for GS numbers in GBMS is ""G"" + 7 digits....example - ""G0003532"""
"3179","Misc Cisco Phone Issues","NA-GBMS Hardware","CISCO PHONES","DESK PHONES","CP3179 Miscellaneous problems with Cisco Phone (Quick Fixes Only)
All other Cisco Phone issues should be logged and assign to HP_Cisco Phones.","Problem:  Store reporting their Cisco Phone CallerID is not working   ...
Solution:  Have the store call Granite @ 1-866-847-5500.
 - or -
Problem:  Store needs to retrieve a voice message.
Solution:  Store dials 3230 ... & password will be the Store # (i.e.4357)
 - or -
Problem:  Log-in procedure for Express Customer Portal -- see CP 3372"
"3184","Send Akron Message","NA-GBMS 3","ADMIN","SEND AKRON MSG","CP3184 Send Akron Message.","Leave the ""Response  Message Sequence"" and ""To the attention of:"" blank if not responding to a message you recv'd and tab to message area and type your message.  Then hit F5 ""Continue"",  then type in the Destination/s & hit F5 ""Send Message"""
"3186","Tire-HQ POS Set Pricing/Quotes","NA-GBMS Tire HQ","TIRES & ORDERING","PRODUCT INFO","CP3186 Dealer needs to setup tire/services pricing and provide a printable quote for customer.  (Automobile dealers and National Accnts will not have this option)","Click on Products > Point Of Sale, select Auto, Lt Trk, Comm Trk, or ATV."
"3187","Timezone not populating","NA-GBMS Hardware","CISCO PHONES","GENERAL QUESTIONS","CP3187 Timezone field not populating confirmation of timezone via the Phone System Upgrade Presentation from the GO website.","Location applying active store hours from the Store Portal. Press the apply button receive the message, Submitted the operation successfully. Please wait. Click on Ok to close the popup box. Receiving the message Status Failed. This procedure should confirm the time zone in the upper right corner of the screen. Time zone field remain blank. Cicsco engineers are aware of the problem and is working on it."
"3190","Incorrect caller ID","NA-GBMS Hardware","CISCO PHONES","DESK PHONES","CP3190 Incorrect caller ID","Granite telephone company activated caller id with the wrong telephone number. The number appearing in the LCD panel is the fax number instead of the location number. Location to contact Granite Telephone Co on 866.847.5500 for correction."
"3191","Misc - T-HQ Invoice Probs/Questions","NA-GBMS Tire HQ","FINANCIAL","CUSTOMER ACCOUNTING","CP3191 Loc looking for Invoices from Gdyr, or needs guidance/help in finding them in Tire-HQ","Have loc click on Financial > Invoices, then click on Unprinted or Printed - if not in either one of these - click on Search and enter source doc# and click on search.

If the invoice doesn't show up there, click on Financial > Reports and look to see if loc has recvd a G86 from Gdyr for this particular doc#.

If so, follow the instructions on the G86.

If no G86,  click on Financial > Sales, then click ON HOLD to see if the doc is On Hold and never sent to Gdyr.   If that is the case, loc is to determine why the doc is on hold, correct, and send it into Gdyr."
"3193","Can not search for a tire size or can not see any ","NA-GBMS Tire HQ","TIRES & ORDERING","TIRE FINDER","CP3193 Dealer can not search for a tire size or can not see any tire line in Products > Products Lines > Auto / Light Truck ? etc.

For more information See: Weekly TireHQ Problem and Fixes 09/19/2008","User is not authorized to view those tires/tire lines.  This is because they need their cab key adjusted to view these product lines.  To verify, look in WAD screen #49. Look at the BRD AUT KEY.  Across from it, it will show you the brand that they are authorized to view.  Note:  This sometimes will not show a difference between P Metric and commercial only.  The customer will need to contact their Goodyear Rep."
"3194","You are not premitted to access TireHQ with this W","NA-GBMS Tire HQ","LOGON","ACCESS","CP3194 While logging in, the customer gets the following error:  ""You are not permitted to access Tire-HQ with this WTC username.""

For more information See: Weekly TireHQ Problem and Fixes 09/19/2008 AND/OR 09/26/2008","The user is using their WTC user name.  WTC is for www.g3tsc.com, not THQ.  To verify that the user name is a WTC user, go to UserReg > People.  If there's something in the WTC field (farthest to the right), then the user name is for www.g3tsc.com.  Once the error has come up on the screen, the user will need to shut down the browser and re-open it to log in correctly."
"3195","User Admin or WD was called to change the password","NA-GBMS Tire HQ","LOGON","ACCESS","CP3195 User can not log into THQ or G3TSC.  User Admin or WD was called to change the password, but the user still can't log in.

For more information See: Weekly TireHQ Problem and Fixes 09/19/2008","Check to see what the exact error is on screen.   If a user is locked, the user name is put into a Security database.  In order to be unlocked, the user will need to click on Forgot Password and enter in their user name.  This is the only way to remove them from the Security database and unlock the user name. Just because the User Admin or the WD reset the password, doesn't fix it if they were locked out due to too many incorrect password tries.  A Reset Password will still need to be done.

For G3TSC users, the customers will still need to click Reset Password and reset their password.  For G3TSC, the e-mail address is usually bogus and the customer will need to contact their WD to change the password after the Reset Password is done."
"3197","TireHQ  Compatibility Issues","NA-GBMS Tire HQ","WEB BROWSER","VERSION","CP3197 Tire-HQ Web Browser Compatibility issues
   ****Please include the following Information****
BROWSER:
VERSION:
WHAT AREA(S) THEY ARE EXPERIENCING ISSUES:
IS THIS  INTERMITTANT (does this happen all the time or occasionally):
USERNAME:","Tire-HQ is currently compatible with Internet Explorer version 8 and Firefox.

1.	Determine what browser is being used, including version.
2.	If an older browser, (IE8 or earlier), advise them to upgrade to IE9 or Firefox.
3.	If a newer browser (IE9, IE10, Chrome, Safari)

a.	Advise the user that we are working on all issues
b.	Record the issue being encountered.
c. Thank the caller for bringing this to our attention and advise that the issue is being forwarded to the development and QA teams.  Open the CP ticket with all required info from the CP and send to Level 2.

   ****Please include the following Information****
BROWSER
VERSION
WHAT AREA(S) THEY ARE EXPERIENCING ISSUES
IS THIS  INTERMITTANT (does this happen all the time or occasionally)
USERNAME

If this error falls under one the  following issues below- Please open a ticket under the appropriate CP.
IE 9.0 Drop Down Issue - CP 3847
Chrome Date Format - CP 3846
Pattern NULL in Search by Size using GYW - CP 3840
IE 10 can't use menu bar - CP 3856"
"3198","Invalid GS number","NA-GBMS Tire HQ","TRANSACTIONS","DELIVERIES","CP3198 Dealer is coming up with an invalid GS number.","Check the following:

1) Check the date of the document.  Make sure the date of the document is valid for the time frame of the GS number.

2) Check the document type.  GS numbers are to be used on B, D & E type documents.  C type document will only take an AN number."
"3204","Bad Debt Written Off","NA-GBMS 3","A/R","AR PAYMENTS","CP3204 AR account went into collections and the bad debt was written off.  The Account now has a zero balance.  However, the account mailed location a check to post to their account.  How does the check get processed since the A/R account has a zero balance or has been deleted?","Stores:
Goodyear Credit Center for Accounts Receivable indicates the contact at Goodyear for bad debt is Frank LaGarde on 6-3879 (D/689).
Frank advises the location needs to access A/R, Cash Receipts, and post the payment to the recovery account 00013.

Dealers:
If the A/R account is closed, access A/R and do a minus paid out (i.e. -$100.00) to 54200.  Deposit the check in the drawer."
"3206","Unknown Transcode received in Triad","NA-GBMS 3","PRODUCT ADMIN","TRIAD MAINT","CP3206 Why am I getting error ""Unknown Transcode received from triad catalog - 0920 1321 INVCNTL - Call Support. I just installed my Sept 2006 CD","Now, while the fix in Manifest 959 addresses the issue by running memdet on a nightly basis, this dosen't fix those locations that install triad during the course of the day. Also, more recently, some users have been getting the following error message after install of the CD:
""Unknown trans code received from triad catalog - 0920 1321 -INVCNTL - call Support""
Thus, it becomes necessary to look at logfile and check for the specific error noted above. If shared memory errors are present in logfile, need to run memdet as shown in the screen schot below:
6731 / # cd /u/triad
6731 /  u/triad # memdet
6731 / u/triad #
System should just come back to # prompt again as shown above. May need to have user close GBMS sessions and go back in, but they will be fine. Any message regarding the ""catalog unavailable"" will go away as well"
"3208","Lost Sales - How to Track Lost Sales in GBMS Plus","NA-GBMS 3","HOMEPAGE","GBMS PLUS","CP3208 How to Track Lost Sales in GBMS Plus","   1. From GBMS Plus homepage, select Sales Aid from drop down menu.
   2. From Sales Aid Listing in Dept field, type in the dept or size to search
   3. Click on Submit Request.
   4. If product code is not listed from Sales Aid listing go to the GBMS Plus Package on the left side of screen to the Add Code box.
   5. Delete the Add Code and type in the product code of the lost sale.
   6. Delete the Quantity from the box and type in L# (L = lost, # = number of tires lost in the sale)
   7. Click on Add to Cart which adds the product code to the Lost Sales Report."
"3209","Reports: How to delete lost sales from Lost Sales ","NA-GBMS 3","HOMEPAGE","GBMS PLUS","CP3209 Reports: How to delete lost sales from Lost Sales Report.","   1. From the GBMS Homepage, click on 'GBMS Plus.
   2. Click on Reports from the drop down menu.
   3. Click on Lost Sales.
   4. From the Lost Sales screen, click on the product code you wish to delete.
   5. Receive prompt, Are you sure you want to delete item = xxxxxxxxx ? (xxxxxxxxx = product code) (OK=Yes/ Cancel = No)
   6. Confirm deletion."
"3210","Lost Sales - Access Lost Sales Report","NA-GBMS 3","HOMEPAGE-REPORTS","LOST SALES","CP3210 How to Access Lost Sales Report","   1. From the GBMS Homepage.
   2. Click on Reports from the drop down menu.
   3. Click on Lost Sales.
   4. Product code will display on the Sales screen."
"3211","Reports: How to activate Lost Sales Report.","NA-GBMS 3","INV ADMIN","INV PROFILE","CP3211 Reports: How to activate Lost Sales Report.","   1. From GBMS Main Menu, select Inventory Administration.
   2. From Inventory Administration select Inventory Profile.
   3. From Inventory Profile, tab to, Track Lost Sales from POS.
   4. Set indicator to Y.
   5. Press Enter. Receive response:
   6. Your profile has been updated."
"3212","Can't log in using multiple PC's","NA-GBMS Tire HQ","WHOLESALE TIRE","LOGIN","CP3212 ""I attempted to login to goodyearwholesale.com, and am informed that another user is currently logged in with this username, what can I do?""","In compliance with best Business & Security practices...
***ONLY ONE PC AT A TIME CAN BE LOGGED IN WITH SAME USERNAME***OTHER USERNAMES WILL NEED TO BE CREATED***

If more than one user at your location needs access to goodyearwholesale.com, contact your WTC (Wholesale Tire Center) and request another username be setup."
"3213","CPU shutdown","NA-GBMS Hardware","CPU","","CP3213 CPU Shutdown","1.  Log out of all applications on all terminals.
2.  On T1 bring up main menu and type IPL
3.  It will then ask you to press F1
4.  When gets to system has halted and may be powered off, then power off the server"
"3216","IAG Vendor Update","NA-GBMS 3","MAINTENANCE","MAINTENANCE","CP3216 update Vendor information in IAG mainframe. Requested change by Mike G.","Access store info in TPX and make necessary changes.
Send response back to Mike G. letting him know the changes have been made."
"3217","ORA-01722 in GBMS Plus Reports Quotes","NA-GBMS 3","HOMEPAGE","GBMS PLUS","CP3217 When the user fills out the selection screen, the program abends on ORA-01722 (invalid number). The selection screen requires our user to fill in FROM and TO dates in the format of YYMMDD, which is correct. However, the program converts this to MM/DD/YYYY, which is incorrect and causes the abend.","The program will display all quotes properly if the user clicks SUBMIT without filling in any selection criteria.

Mike Floyd has requested Paul Steiner to issue a work request to fix the program to select/display/print quotes from GBMS Plus."
"3219","Cannot Use Prod Codes on Same Document","NA-GBMS 3","DELIVERY RECEIPTS","75","CP3219 Cannot use LOF prod codes and prod codes for Fluids, example: Windshield Washer Fluid on same DR.","Gdyr National Accounts changed the use of adding prod codes for topping off fluids and charging national accounts for this service.  Per National Accounts: when you are doing a Lube, Oil, & Filter for a National Account, you cannot charge for topping off fluids, like Windshield Fluid.  This service is all inclusive in the LOF."
"3220","PULL TRANRECV/ SEND FILE","NA-GBMS 3","MAINTENANCE","MAINTENANCE","CP3220 SPECIAL REQUEST FROM PROGRAMMERS TO SEND OR PULL DATA.","PULL:
ADD DB2ENTRY
Use RISCICSB IN TPX MENU
POLL FIRST CLIST: /U/BIN/SYSSTRTGZ
POLL LAST CLIST: /U/BIN/SYSREST
VERIFY IN CICS

SEND:
Use RISCICSB IN TPX MENU
SEND FIRST CLIST: -
SEND LAST CLIST: -
VERIFY IN CICS

SPECIAL REQUEST COMPLETED"
"3221","Where's the FedEx link?","NA-GBMS Tire HQ","","","CP3221 Dealer or store wants to know where the link to FedEx warranty shipments is.  The link was removed until the labels are fixed by FedEx.","This is going to be used to collect data."
"3222","Multiple page print question","NA-GBMS 3","ADMIN","PRT AKRON REP","CP3222 Why am I getting the following message when printing multiple copies in print Akron Reports - ""PRINT BY SETS <1,2,3, 1,2,3> OR BY EACH <1,1,2,2,3,3,>""","Allow the user to collate the print of Akron Reports. When the user opts to print multiple copies an Akron Report
      that is multiple pages they will receive the message ""PRINT BY SETS <1,2,3, 1,2,3> OR BY EACH <1,1,2,2,3,3,>"""
"3229","CLOSED STORE","NA-GBMS 3","CLOSE STORE PROCESS","PRE-CLOSE PROCESS","CP3229 Closed Store Pre-Close Processing ? Final B50

Instruction to close must come from Mike Gron or Carol Klinger. Indicated Final B50 must be received, in-balance, and processed (I-SER SPL val of R7505000 or I0510000).

Final B50 sequence (3 numbers):
Final B50 date:

SUPPORT: If the location ran their Final B50 TODAY, advise the location that they MUST leave the system running overnight!!!","Final B50 is received, in-balance, and processed, SPS CC's blocked, removed location from CTRY/USAX/CANX maintenance schedule, set primary modem phone to CSAT (1st ordinal must be a ""C""), disabled scheduling of sends/receives, and updated IAG pending close date to final B50 date."
"323","Sonsio Road Hazard","NA-GBMS 3","POINT OF SALE","SONSIO","CP323 How do I bill out a new Sonsio Road Hazard for a tire I am selling?","""1) Start document on POS as CASH, AR, or CREDIT CARD.
2) Enter new customer's name or select from customer history.
3) Select/add a vehicle on the customer workorder screen.
4) Type the product code of the tire on the workorder screen or merchandise verify screen or select the tire from Sales Aid.
5) After entering or selecting the tire product code, type the quantity and TAB to the RH FIELD and type a 'Y', press ENTER.
6) The tire line will show a Y in the RH FIELD and will automatically generate the road hazard code 092206.
The cost of the road hazrd will be 10% of the new tire, with a minimum of $7.50 for tires selling for $60 or less. This will automatically generate.
NOTE: If the product code of the tires is deleted off the screen, the road hazard code will automatically be deleted also.
7) From Mdse Verify, press F-7 tire registration and type the DOT codes of the tires, press ENTER.
8) Finalize the document in the normal manner.
9) The GBMS system will generate a road hazard warranty number next to the road hazard code on the document when it is printed.
If there are mulitple road hazards being sold; i.e. more than one tire, the system will match up the tires with the registration numbers via a small legend on the invoice.  For example: tire #1 matches with registration #1, tire #2 matches with registration #2, etc.
Normally three numbers will print out on the invice for each tire sold when it is printed: the DOT number, the Quality Plus number, and the Road Hazard Warranty number."""
"3230","Account 49999 has been locked. How to rebill and c","NA-GBMS 3","A/R","AR OPTIONS","CP3230 Per Terri Sampson. We have blocked company owned locations from completing  sales to Voyager Account 49999 per Retail. If they have the Voyager National account bill through the National account program. If they have a government account they should be billing through Wright Express on local books.","The AR account 49999 has a balance. How to remove?
 1. From POS create a new customer. COB 2 (consumer) Option MC (mastercard). Can use service code 017000000 (gas) since this code does not generate a tax. Enter description for its use. Ex. To charge account 49999 to recover monies. Print.
 2.Create a normal A/R journal ticket. From AR > AR options > A/R Journal tickets
Enter the reason for the JT. Within the reason reference the invoice number created. Credit code 100 (accounts receiveable) and debit code 615 (collection & legal ex). Print
 3. From AR > AR Payments > Cash/Check Receipts pull up account 49999. There should be credit line on this account created by the journal ticket. Press enter. Enter line # for the credit and press F2 Pay by Line."
"3231","IAG Update","NA-GBMS 3","MAINTENANCE","MAINTENANCE","CP3231 update VENDOR info in IAG mainframe","Access dealer info in TPX and make necessry changes"
"3232","IAG Update","NA-GBMS 3","MAINTENANCE","MAINTENANCE","CP3232 update info in IAG mainframe","Access store info in TPX and make necessry changes"
"3236","AAAD","NA-GBMS 3","DB UPDATES","ALERTS/EMAILS","CP3236 CHANGE REQUEST IN IAG","IAG HAS BEEN UPDATED"
"3237","Car Dealer wants to do tire adjustment","NA-GBMS Tire HQ","TRANSACTIONS","DELIVERIES","CP3237 Car Dealer wants to do tire adjustment on THQ","Car dealer can not do tire adjustments on THQ. Most car dealers do not have sales. To do a tire adjustment, the car dealer will need to fill out paper forms. The car dealer can get the paper forms from the local Goodyear Rep or from GBS (866-370-4271)"
"3239","GBMS STATISTICS DOES NOT MATCH DMR'S SAP REPORT","NA-GBMS 3","SALES STATS","SALES","CP3239 User wants to know why their GBMS stats are not matching up with ""Daily Sales Metric Report"" the DMR is getting out of SAP.","GBMS statistics are based on activity done during any given B50 period whereas the SAP report received by DMRs is based on invoice date, hence instantly rendering the numbers out of sync.

EX.  Territory 1234 does business two days straight before running an end of day.

	In GBMS, stats will show all business for those two days on one B50 sequence number.
	The DMR's report will break that business into two business days based on invoice dates for that period.

PLEASE DIRECT ALL INQUIRIES ON THIS SUBJECT TO DAVE SHIREY AT 6-0603 HERE AT CORP HQ."
